NHL_GP_Greater_Than_0,Nationality,PIMs_Per_Game_in_Draft_Year,Goals_Per_Game_in_Draft_Year,Assists_Per_Game_in_Draft_Year,Player_Size_in_Draft_Year,Playoffs_in_Draft_Year,Position_in_Draft_Year
no,CAN,1.285714286,0.028571429,0.085714286,253,No,W
no,USA,1.285714286,0.428571429,0.571428571,266,Yes,C
yes,CAN,1.285714286,0.452380952,0.952380952,271,No,D
yes,USA,1.287671233,1.068493151,1.506849315,271,Yes,C
no,EURO,1.287878788,0.015151515,0.227272727,265,Yes,D
no,CAN,1.288135593,0.338983051,0.271186441,299,Yes,W
no,EURO,1.289473684,0.065789474,0.263157895,275,Yes,D
no,CAN,1.293103448,0.844827586,0.586206897,277,Yes,W
no,CAN,1.296296296,0.703703704,1.12962963,323,No,C
yes,EURO,1.3,0.133333333,0.45,268,Yes,D
yes,CAN,1.301886792,0.471698113,0.452830189,264,No,W
yes,EURO,1.302631579,0.197368421,0.276315789,273,No,D
no,EURO,1.304347826,0.463768116,0.884057971,251,Yes,C
no,USA,1.308823529,0.029411765,0.161764706,295,Yes,D
no,USA,1.308823529,0.352941176,0.485294118,312,Yes,C
no,EURO,1.308823529,0.220588235,0.602941176,282,Yes,D
no,USA,1.309859155,0.169014085,0.323943662,282,Yes,C
no,USA,1.310344828,0.068965517,0.103448276,276,No,W
no,USA,1.313432836,0.059701493,0.044776119,330,Yes,D
yes,CAN,1.313432836,0.492537313,0.671641791,316,Yes,W
yes,CAN,1.314285714,0.057142857,0.228571429,286,No,D
no,USA,1.315068493,0.698630137,0.95890411,273,Yes,W
no,USA,1.315789474,0.052631579,0.421052632,294,No,D
yes,CAN,1.316666667,0.316666667,0.566666667,283,Yes,D
no,CAN,1.317073171,0.097560976,0.243902439,275,No,D
no,CAN,1.317460317,0.285714286,0.444444444,272,Yes,W
no,EURO,1.318181818,0.272727273,0.568181818,267,No,C
no,USA,1.31884058,0.072463768,0.231884058,275,No,D
yes,EURO,1.31884058,0.31884058,0.289855072,276,Yes,W
no,USA,1.319148936,0.021276596,0.29787234,271,No,D
yes,EURO,1.319148936,0.170212766,0.446808511,288,Yes,D
yes,USA,1.319444444,0.777777778,0.694444444,284,No,W
no,USA,1.323943662,0.521126761,0.464788732,257,Yes,W
no,EURO,1.326530612,0.020408163,0.12244898,282,Yes,D
no,USA,1.326923077,0.269230769,0.384615385,281,Yes,W
yes,CAN,1.327272727,0.381818182,0.272727273,259,Yes,D
no,USA,1.327868852,0.131147541,0.196721311,311,Yes,W
yes,EURO,1.333333333,0.111111111,0.055555556,270,No,D
yes,USA,1.333333333,0.111111111,0.177777778,248,No,D
no,USA,1.333333333,0.086956522,0.217391304,284,Yes,D
no,CAN,1.333333333,0.41025641,0.487179487,260,No,W
no,CAN,1.333333333,0.333333333,0.520833333,289,No,W
yes,EURO,1.333333333,0.311111111,0.6,284,Yes,D
no,CAN,1.333333333,0.071428571,0.619047619,272,No,D
yes,USA,1.333333333,0.571428571,0.761904762,277,No,C
yes,EURO,1.333333333,1.095238095,1.428571429,281,No,W
no,CAN,1.338028169,0.422535211,0.591549296,266,No,C
no,USA,1.338235294,0.161764706,0.220588235,298,Yes,D
yes,USA,1.34375,0.46875,0.3125,300,Yes,W
no,USA,1.344827586,0.103448276,0.24137931,264,Yes,D
yes,USA,1.347826087,0.260869565,0.391304348,256,Yes,W
no,EURO,1.348837209,0.511627907,0.581395349,249,Yes,W
no,CAN,1.348837209,0.255813953,0.627906977,271,Yes,C
no,CAN,1.35,0.225,0.225,307,No,W
no,EURO,1.35,0.133333333,0.466666667,273,Yes,D
no,EURO,1.35,0.8,0.816666667,265,Yes,W
no,USA,1.351851852,0.185185185,0.185185185,271,Yes,W
no,CAN,1.351851852,0.074074074,0.296296296,282,Yes,D
no,EURO,1.351851852,0.37037037,0.537037037,274,Yes,W
no,EURO,1.352112676,0.253521127,0.422535211,277,Yes,C
no,USA,1.352941176,0.867647059,0.764705882,267,Yes,C
no,EURO,1.355932203,0.169491525,0.203389831,268,Yes,D
no,EURO,1.357142857,0.196428571,0.321428571,282,Yes,D
no,USA,1.357142857,0.214285714,0.571428571,268,No,D
no,EURO,1.358208955,0.134328358,0.820895522,273,Yes,D
yes,CAN,1.361111111,0.319444444,0.458333333,276,No,W
yes,USA,1.365384615,0.326923077,0.211538462,256,Yes,D
no,USA,1.368421053,0.263157895,0.368421053,280,No,D
no,EURO,1.368421053,0.184210526,0.605263158,262,No,D
no,USA,1.37037037,0.203703704,0.222222222,290,No,W
no,CAN,1.371428571,0.285714286,0.385714286,275,No,W
no,USA,1.371428571,0.628571429,0.914285714,269,Yes,C
no,EURO,1.373134328,0.164179104,0.208955224,294,No,W
no,EURO,1.375,0.020833333,0.1875,270,Yes,W
no,EURO,1.376811594,0.101449275,0.405797101,260,Yes,D
yes,USA,1.37704918,0.639344262,0.803278689,262,No,C
no,EURO,1.378787879,0.333333333,0.181818182,265,No,C
no,USA,1.379310345,0.189655172,0.172413793,283,Yes,W
yes,USA,1.38028169,0.112676056,0.408450704,265,Yes,W
yes,USA,1.382352941,0.382352941,0.426470588,279,Yes,C
no,USA,1.384615385,0,0.038461538,292,Yes,D
yes,USA,1.384615385,0.169230769,0.4,268,Yes,W
no,EURO,1.384615385,0.384615385,0.538461538,249,Yes,W
yes,EURO,1.388059701,0.343283582,0.373134328,285,Yes,W
yes,CAN,1.388059701,0.462686567,0.656716418,272,Yes,W
no,EURO,1.388888889,0.222222222,0.722222222,273,No,D
no,USA,1.390625,0.125,0.203125,314,Yes,C
no,EURO,1.391304348,0.847826087,0.652173913,281,Yes,W
no,EURO,1.393939394,0.303030303,0.696969697,279,No,C
no,USA,1.396551724,0,0.137931034,309,Yes,D
no,CAN,1.396551724,0.137931034,0.517241379,306,Yes,D
yes,EURO,1.396825397,0.507936508,0.634920635,286,Yes,W
yes,EURO,1.397058824,0.073529412,0.323529412,275,Yes,D
no,CAN,1.397058824,0.544117647,0.558823529,306,Yes,W
no,CAN,1.4,0.181818182,0.2,278,Yes,D
no,EURO,1.4,0.042857143,0.242857143,293,Yes,D
no,EURO,1.4,0.676923077,0.723076923,285,No,W
no,EURO,1.402777778,0.416666667,0.416666667,251,Yes,W
yes,USA,1.402985075,0.179104478,0.194029851,267,Yes,W
no,CAN,1.405797101,0.391304348,0.362318841,257,No,C
no,USA,1.405797101,0.202898551,0.391304348,284,Yes,D
yes,EURO,1.405797101,0.710144928,1.101449275,267,Yes,C
no,EURO,1.40625,0.109375,0.0625,305,Yes,D
no,EURO,1.407407407,0.481481481,0.666666667,257,Yes,W
no,EURO,1.407407407,0.925925926,1.111111111,279,Yes,W
no,EURO,1.409090909,0,0.090909091,269,Yes,D
yes,CAN,1.409090909,0.181818182,0.113636364,270,Yes,D
yes,USA,1.409090909,0.477272727,0.636363636,285,Yes,C
no,EURO,1.41,0.17,0.36,305,No,W
no,USA,1.41025641,0.461538462,0.692307692,249,No,C
no,USA,1.41509434,0.018867925,0.037735849,315,Yes,W
no,EURO,1.416666667,0.033333333,0.45,264,Yes,D
no,EURO,1.418181818,0.145454545,0.327272727,277,No,D
no,EURO,1.418181818,0.727272727,0.563636364,263,No,W
yes,CAN,1.418918919,0.013513514,0.027027027,290,Yes,D
no,EURO,1.418918919,0.459459459,0.445945946,272,Yes,W
no,EURO,1.419354839,0.048387097,0.193548387,299,Yes,D
no,EURO,1.419354839,0.322580645,0.5,260,Yes,W
no,CAN,1.419354839,0.419354839,0.709677419,267,No,D
no,EURO,1.421052632,0.175438596,0.421052632,270,No,D
yes,USA,1.423076923,0.442307692,0.346153846,274,Yes,W
no,EURO,1.426470588,0.102941176,0.161764706,303,Yes,W
no,EURO,1.428571429,0.321428571,0.214285714,321,Yes,W
no,EURO,1.428571429,0.071428571,0.285714286,268,Yes,D
no,EURO,1.430379747,0.392405063,0.329113924,268,Yes,W
yes,EURO,1.430555556,0.055555556,0.319444444,281,Yes,D
no,EURO,1.430769231,0.092307692,0.2,286,Yes,D
no,EURO,1.431034483,0.086206897,0.155172414,260,Yes,W
no,EURO,1.431818182,0.090909091,0.227272727,285,No,D
yes,EURO,1.431818182,0.386363636,0.522727273,271,No,W
no,EURO,1.433333333,0.45,0.416666667,292,Yes,W
no,EURO,1.436363636,0.090909091,0.236363636,270,Yes,D
yes,USA,1.4375,0.09375,0.3125,283,No,D
no,EURO,1.439393939,0.287878788,0.818181818,291,Yes,C
yes,USA,1.440677966,1.169491525,0.966101695,263,Yes,C
no,CAN,1.441176471,0.323529412,0.647058824,265,Yes,W
yes,USA,1.446153846,0.092307692,0.184615385,280,No,W
yes,EURO,1.446153846,0.076923077,0.430769231,292,Yes,D
yes,USA,1.446153846,0.584615385,0.430769231,312,Yes,C
yes,CAN,1.446153846,1.030769231,1.338461538,248,Yes,W
yes,USA,1.447761194,0.23880597,0.268656716,267,No,C
no,EURO,1.448275862,0.017241379,0.206896552,270,No,D
yes,USA,1.448275862,0.379310345,0.293103448,264,No,W
no,CAN,1.448275862,0.24137931,0.396551724,255,No,C
no,EURO,1.45,0.15,0.15,276,No,W
no,CAN,1.45,0.675,0.625,270,No,W
yes,USA,1.450980392,0,0.058823529,273,No,D
yes,EURO,1.453125,0.296875,0.609375,281,Yes,D
yes,USA,1.454545455,0.03030303,0.060606061,267,Yes,D
yes,USA,1.454545455,0.090909091,0.090909091,284,No,W
no,USA,1.454545455,0.136363636,0.090909091,289,Yes,W
no,EURO,1.454545455,0.236363636,0.454545455,262,Yes,D
no,CAN,1.454545455,0.745454545,0.745454545,252,Yes,W
no,CAN,1.455882353,0.044117647,0.25,282,No,D
no,USA,1.457142857,0.3,0.371428571,272,Yes,W
no,EURO,1.458333333,0.3125,0.541666667,263,Yes,D
yes,CAN,1.458333333,0.361111111,0.652777778,286,Yes,C
yes,USA,1.458333333,0.597222222,0.888888889,247,Yes,W
no,USA,1.459459459,0.162162162,0.27027027,281,No,D
no,EURO,1.465517241,0.137931034,0.293103448,290,Yes,D
yes,EURO,1.466666667,0.373333333,0.32,304,No,W
no,CAN,1.469387755,1.081632653,1.040816327,274,No,W
no,CAN,1.470588235,0.411764706,0.382352941,283,No,C
no,CAN,1.470588235,0.220588235,0.485294118,279,Yes,D
yes,EURO,1.471698113,0.339622642,0.245283019,285,Yes,W
yes,CAN,1.471698113,0.79245283,0.433962264,284,Yes,W
no,EURO,1.472222222,0.055555556,0.125,280,Yes,D
no,USA,1.475409836,0.540983607,0.68852459,288,Yes,W
yes,EURO,1.476190476,0.238095238,0.523809524,249,Yes,C
no,EURO,1.479166667,0.458333333,0.666666667,269,Yes,W
yes,USA,1.480769231,0.596153846,0.423076923,272,Yes,W
no,USA,1.483870968,0.048387097,0.177419355,274,Yes,D
no,EURO,1.484848485,0.045454545,0.242424242,288,Yes,D
no,USA,1.485714286,0.457142857,0.7,270,Yes,D
yes,CAN,1.486111111,0.097222222,0.194444444,309,Yes,D
yes,EURO,1.486486486,0.72972973,0.783783784,267,Yes,W
yes,USA,1.486842105,0.092105263,0.368421053,302,Yes,D
yes,EURO,1.487179487,0.692307692,0.769230769,243,No,W
yes,CAN,1.488888889,0.711111111,0.444444444,271,No,W
no,EURO,1.489361702,0.127659574,0.063829787,279,No,D
yes,EURO,1.489361702,0.14893617,0.680851064,275,Yes,D
yes,USA,1.490196078,0.039215686,0.294117647,278,Yes,D
no,CAN,1.491803279,0.081967213,0.049180328,288,No,D
no,USA,1.5,0,0.03125,290,No,D
yes,CAN,1.5,0.037037037,0.074074074,289,Yes,D
no,USA,1.5,0,0.1,287,No,W
no,EURO,1.5,0,0.12,269,No,D
no,EURO,1.5,0.295454545,0.181818182,253,No,W
no,USA,1.5,0.140625,0.28125,296,No,D
yes,USA,1.5,0.296875,0.28125,273,Yes,C
no,EURO,1.5,0.1,0.366666667,269,Yes,D
yes,EURO,1.5,0.321428571,0.535714286,282,No,D
no,USA,1.506024096,0.180722892,0.734939759,271,Yes,C
yes,EURO,1.507042254,0.098591549,0.169014085,303,Yes,W
no,EURO,1.507692308,0.569230769,0.446153846,268,Yes,W
no,USA,1.508474576,0.186440678,0.220338983,275,Yes,C
yes,USA,1.50877193,0.280701754,0.122807018,259,No,W
yes,USA,1.509090909,0.254545455,0.345454545,263,No,C
no,EURO,1.509090909,0.418181818,0.436363636,306,Yes,W
yes,CAN,1.512195122,0.048780488,0.048780488,280,No,D
yes,CAN,1.512820513,0.538461538,0.435897436,240,No,C
yes,USA,1.513157895,0.328947368,0.460526316,270,Yes,W
no,USA,1.514285714,0.071428571,0.271428571,311,Yes,D
yes,EURO,1.514705882,0,0.147058824,292,Yes,D
yes,EURO,1.517241379,0.534482759,0.637931034,274,No,W
no,EURO,1.517857143,0.446428571,0.535714286,280,Yes,C
no,EURO,1.520547945,0.602739726,0.602739726,244,Yes,W
no,EURO,1.52173913,0.326086957,0.47826087,278,Yes,W
no,USA,1.52238806,0.432835821,0.567164179,279,Yes,W
yes,USA,1.525423729,0.389830508,0.271186441,285,Yes,W
no,EURO,1.528571429,0.157142857,0.242857143,277,Yes,C
no,EURO,1.529411765,0.117647059,0.705882353,255,No,D
no,EURO,1.529411765,0.411764706,1.176470588,269,No,D
no,USA,1.533333333,0.416666667,0.416666667,275,Yes,C
no,EURO,1.534883721,0.465116279,0.23255814,276,Yes,C
yes,USA,1.535211268,0.098591549,0.338028169,292,Yes,D
no,EURO,1.535714286,0.232142857,0.214285714,275,Yes,C
yes,EURO,1.538461538,0.030769231,0.230769231,279,Yes,D
yes,EURO,1.53968254,0,0.095238095,291,Yes,D
yes,EURO,1.540983607,0.245901639,0.442622951,263,Yes,W
yes,CAN,1.541666667,0.319444444,0.361111111,290,Yes,W
no,EURO,1.542857143,0.028571429,0.171428571,314,No,D
no,CAN,1.542857143,0.2,0.285714286,271,Yes,W
no,USA,1.545454545,0.090909091,0.218181818,272,No,D
no,USA,1.546875,0.65625,1.046875,263,Yes,C
no,USA,1.548387097,0.225806452,0.548387097,302,No,W
yes,EURO,1.55,0.083333333,0.316666667,283,Yes,D
yes,USA,1.551724138,0.172413793,0.310344828,296,Yes,D
no,EURO,1.553571429,0.035714286,0.089285714,266,Yes,C
yes,USA,1.553571429,0.553571429,0.678571429,271,Yes,W
yes,CAN,1.553571429,0.214285714,0.964285714,291,Yes,D
yes,EURO,1.553846154,0.061538462,0.2,283,Yes,D
no,EURO,1.554054054,0.310810811,0.202702703,277,No,W
no,USA,1.555555556,0.027777778,0.027777778,295,No,D
no,USA,1.555555556,0.222222222,0.222222222,294,No,W
no,EURO,1.559322034,0.237288136,0.423728814,280,No,D
no,EURO,1.559322034,0.457627119,0.457627119,304,Yes,C
no,USA,1.564516129,0.080645161,0.14516129,309,Yes,D
yes,EURO,1.565217391,0.130434783,0.260869565,253,Yes,D
no,EURO,1.566037736,0.150943396,0.188679245,295,Yes,D
no,EURO,1.566666667,0.45,0.5,279,No,C
no,CAN,1.566666667,0.216666667,0.666666667,280,Yes,D
yes,USA,1.567567568,0.054054054,0.243243243,279,No,D
no,EURO,1.567567568,0.702702703,0.837837838,260,No,W
no,EURO,1.568627451,0.31372549,0.196078431,292,No,W
no,EURO,1.568627451,0.37254902,0.68627451,258,No,C
yes,CAN,1.569444444,0.069444444,0.166666667,306,No,D
yes,USA,1.571428571,0.071428571,0.214285714,302,Yes,D
yes,EURO,1.571428571,0.081632653,0.244897959,277,Yes,D
no,EURO,1.571428571,0.428571429,0.428571429,276,Yes,W
yes,CAN,1.571428571,0.119047619,0.452380952,285,No,D
no,EURO,1.571428571,0.158730159,0.476190476,283,Yes,D
no,CAN,1.573529412,0.088235294,0.279411765,279,Yes,D
no,CAN,1.573529412,0.441176471,0.558823529,270,Yes,W
yes,EURO,1.575,0.025,0,329,No,W
yes,USA,1.575342466,0.287671233,0.630136986,298,Yes,D
yes,USA,1.575757576,0.393939394,0.272727273,278,No,W
no,USA,1.575757576,0.848484848,0.757575758,265,No,D
no,EURO,1.58,0.24,0.32,283,No,W
no,USA,1.58,0.18,0.38,269,Yes,D
no,USA,1.580645161,0.677419355,0.419354839,280,No,C
no,CAN,1.581818182,0.618181818,0.472727273,296,Yes,C
no,EURO,1.581818182,0.690909091,0.836363636,273,Yes,C
yes,USA,1.583333333,0.266666667,0.333333333,271,Yes,C
no,USA,1.584615385,0.261538462,0.246153846,293,Yes,W
yes,USA,1.58490566,0.547169811,0.41509434,280,Yes,W
yes,EURO,1.585714286,0.2,0.157142857,284,Yes,W
yes,EURO,1.586206897,0.275862069,0.344827586,294,Yes,W
no,EURO,1.586206897,0.75862069,1.24137931,277,Yes,C
no,USA,1.586956522,0.326086957,0.543478261,280,Yes,D
no,EURO,1.588235294,0.235294118,0.294117647,260,No,D
yes,USA,1.588235294,0.411764706,0.323529412,264,Yes,W
no,USA,1.588235294,0.274509804,0.431372549,300,Yes,W
no,EURO,1.592105263,0.171052632,0.263157895,286,No,D
yes,EURO,1.595744681,0.212765957,0.276595745,272,Yes,D
no,CAN,1.597222222,0.152777778,0.347222222,268,Yes,D
no,USA,1.6,0.153846154,0.215384615,306,Yes,W
no,EURO,1.6,0.030769231,0.230769231,283,Yes,D
yes,USA,1.6,0.042857143,0.271428571,306,Yes,D
no,USA,1.6,0.157142857,0.328571429,319,Yes,D
no,EURO,1.6,0.4,0.4,279,Yes,C
yes,EURO,1.6,0.3125,0.4875,250,Yes,C
yes,CAN,1.604166667,0.083333333,0.25,311,No,D
yes,USA,1.605263158,0.157894737,0.157894737,321,Yes,D
no,EURO,1.605633803,0.028169014,0.169014085,289,Yes,D
yes,CAN,1.606557377,0.262295082,0.540983607,258,No,C
no,CAN,1.607142857,0.678571429,1.107142857,243,Yes,W
yes,CAN,1.607843137,0.156862745,0.196078431,272,Yes,D
no,CAN,1.611940299,0.208955224,0.417910448,301,Yes,C
yes,CAN,1.612903226,0.161290323,0.580645161,292,Yes,C
yes,CAN,1.614035088,0.140350877,0.421052632,265,Yes,D
yes,CAN,1.615384615,0.261538462,0.553846154,260,Yes,C
yes,USA,1.617647059,0.323529412,0.588235294,279,No,W
no,EURO,1.618181818,0,0.090909091,295,No,D
yes,CAN,1.619047619,0.047619048,0.079365079,298,Yes,D
no,CAN,1.61971831,0.028169014,0.070422535,284,Yes,D
no,CAN,1.620253165,0.417721519,0.569620253,273,Yes,W
no,CAN,1.620689655,0.017241379,0.206896552,283,No,D
no,CAN,1.621212121,0.712121212,0.696969697,263,Yes,W
yes,EURO,1.623188406,0.043478261,0.115942029,280,Yes,D
yes,CAN,1.623188406,0.31884058,0.231884058,289,Yes,C
no,CAN,1.625,0.296875,0.28125,268,No,W
yes,EURO,1.626865672,0.194029851,0.298507463,285,Yes,W
yes,CAN,1.628571429,0.028571429,0.028571429,271,No,D
no,EURO,1.628571429,0.085714286,0.057142857,295,Yes,W
no,EURO,1.62962963,0.333333333,0.111111111,314,Yes,W
no,EURO,1.630769231,0.184615385,0.415384615,274,Yes,D
yes,EURO,1.633333333,0.2,0.25,263,Yes,W
no,USA,1.633333333,0.2,0.6,270,Yes,W
no,CAN,1.638554217,0.373493976,0.56626506,253,No,C
no,CAN,1.644067797,0.593220339,1.271186441,264,No,C
yes,CAN,1.647058824,0.019607843,0.117647059,295,Yes,D
no,EURO,1.647058824,0.352941176,0.450980392,289,Yes,C
yes,CAN,1.647058824,0.882352941,0.882352941,309,No,W
yes,EURO,1.652173913,0.188405797,0.188405797,270,Yes,W
no,EURO,1.652173913,0.173913043,0.68115942,278,Yes,D
yes,EURO,1.652777778,0.152777778,0.319444444,278,Yes,C
no,EURO,1.653333333,0.306666667,0.426666667,289,Yes,C
yes,USA,1.653846154,0.461538462,1.019230769,281,Yes,C
no,EURO,1.655172414,0,0.137931034,296,Yes,D
no,CAN,1.65625,0.109375,0.328125,303,Yes,D
no,EURO,1.657142857,0.014285714,0.114285714,311,No,D
no,EURO,1.666666667,0.070175439,0.052631579,265,No,D
no,CAN,1.666666667,0.666666667,0.166666667,274,No,C
yes,EURO,1.666666667,0.166666667,0.222222222,270,No,C
no,CAN,1.666666667,0.333333333,0.277777778,265,Yes,W
yes,CAN,1.675,0.05,0.5,267,Yes,D
yes,USA,1.676056338,0.422535211,0.633802817,275,Yes,W
no,CAN,1.676470588,0.088235294,0.647058824,265,No,D
no,EURO,1.676923077,0.046153846,0.276923077,285,Yes,D
no,EURO,1.68,0.92,1.04,251,No,C
yes,EURO,1.68,1,1.48,261,No,C
yes,EURO,1.680555556,0.277777778,0.458333333,272,Yes,C
no,CAN,1.680851064,0.446808511,0.659574468,297,No,C
no,EURO,1.682539683,0.380952381,0.523809524,279,Yes,W
no,EURO,1.685714286,0.071428571,0.128571429,285,Yes,D
yes,CAN,1.6875,0.625,0.40625,300,Yes,W
yes,EURO,1.68852459,0.295081967,0.295081967,281,Yes,W
no,CAN,1.689655172,0.379310345,0.620689655,252,Yes,C
no,CAN,1.691176471,0.029411765,0.176470588,297,Yes,D
yes,EURO,1.693548387,0.274193548,0.193548387,256,Yes,W
no,CAN,1.694444444,0.527777778,0.486111111,250,Yes,C
no,CAN,1.696969697,0.348484848,0.393939394,259,Yes,W
yes,EURO,1.698412698,0.031746032,0.031746032,311,No,W
yes,CAN,1.698412698,0.507936508,0.317460317,286,Yes,W
no,EURO,1.7,0.3,0.35,325,Yes,C
yes,CAN,1.703703704,0.648148148,0.685185185,260,No,W
yes,EURO,1.704225352,0.464788732,0.563380282,273,Yes,W
yes,CAN,1.705882353,0.088235294,0.264705882,302,Yes,D
no,CAN,1.706896552,0.051724138,0.068965517,276,Yes,D
no,CAN,1.706896552,0.413793103,0.431034483,249,Yes,W
no,EURO,1.708333333,0.388888889,0.444444444,278,Yes,W
no,CAN,1.709090909,0.109090909,0.109090909,279,Yes,D
yes,EURO,1.710526316,0.421052632,0.526315789,283,Yes,C
yes,CAN,1.714285714,0.023809524,0.19047619,290,Yes,W
no,CAN,1.714285714,0.079365079,0.428571429,254,Yes,D
yes,EURO,1.714285714,1.114285714,1.257142857,264,No,W
yes,CAN,1.718309859,0.605633803,0.563380282,289,Yes,W
no,EURO,1.71875,0.671875,0.515625,286,Yes,W
no,EURO,1.72,0.133333333,0.306666667,275,Yes,W
yes,EURO,1.722222222,0.240740741,0.425925926,297,Yes,D
no,USA,1.722222222,0.092592593,0.5,282,No,D
no,EURO,1.727272727,0.136363636,0.090909091,258,No,W
no,EURO,1.727272727,0.409090909,0.909090909,269,Yes,W
no,EURO,1.727272727,0.818181818,1.181818182,280,Yes,W
no,EURO,1.728571429,0.171428571,0.5,261,Yes,W
no,CAN,1.728571429,0.571428571,0.728571429,269,Yes,C
no,EURO,1.730769231,0.326923077,0.442307692,278,Yes,W
yes,CAN,1.731343284,0.164179104,0.328358209,266,Yes,C
yes,EURO,1.736111111,0.041666667,0.194444444,280,No,D
no,EURO,1.737704918,0.06557377,0.245901639,280,Yes,D
no,EURO,1.739130435,0.028985507,0.333333333,297,Yes,D
no,CAN,1.739130435,0.31884058,0.362318841,258,Yes,W
no,EURO,1.739130435,0.043478261,0.52173913,289,Yes,D
no,EURO,1.74137931,0.206896552,0.25862069,271,Yes,W
yes,EURO,1.74137931,0.120689655,0.517241379,298,Yes,D
yes,USA,1.74137931,0.362068966,0.603448276,281,Yes,W
yes,EURO,1.741935484,0.387096774,0.258064516,269,Yes,W
yes,USA,1.742424242,0.075757576,0.212121212,273,Yes,D
no,CAN,1.742857143,0.528571429,0.528571429,261,Yes,W
yes,EURO,1.743589744,0.717948718,0.743589744,263,Yes,W
yes,EURO,1.75,0.232142857,0.25,272,Yes,W
no,EURO,1.75,0.113636364,0.431818182,290,No,D
no,CAN,1.75,0.3375,0.5125,260,Yes,C
no,EURO,1.753846154,0.646153846,0.6,253,No,C
no,EURO,1.758064516,0.322580645,0.370967742,262,Yes,W
yes,EURO,1.76056338,0.563380282,0.450704225,267,Yes,C
no,USA,1.761904762,0,0.095238095,283,No,D
no,EURO,1.764705882,0.176470588,0.117647059,273,No,C
no,CAN,1.76744186,0.139534884,0.186046512,271,No,W
no,EURO,1.767857143,0.428571429,0.375,295,No,W
no,USA,1.771428571,0.114285714,0.242857143,265,Yes,D
yes,CAN,1.773584906,0.377358491,0.226415094,278,Yes,W
no,USA,1.78,0.26,0.14,272,No,D
no,CAN,1.78,0.06,0.18,285,Yes,D
yes,EURO,1.784313725,0.31372549,0.490196078,279,Yes,D
yes,CAN,1.786885246,0.081967213,0,298,No,D
yes,CAN,1.786885246,0,0.163934426,277,No,D
yes,USA,1.786885246,0.327868852,0.606557377,257,Yes,C
yes,USA,1.789473684,0.035087719,0.070175439,277,No,D
no,CAN,1.789473684,0.289473684,0.394736842,264,No,C
no,CAN,1.791666667,0.0625,0.125,314,No,D
no,EURO,1.79245283,0.075471698,0.283018868,276,No,D
yes,EURO,1.79245283,0.679245283,0.566037736,244,Yes,C
no,CAN,1.793103448,0.551724138,1.034482759,268,No,C
no,CAN,1.794117647,0.308823529,0.323529412,257,Yes,W
no,CAN,1.794520548,0.260273973,0.465753425,277,No,C
no,EURO,1.795918367,0.163265306,0.224489796,295,Yes,D
yes,EURO,1.796875,0.671875,0.5,240,Yes,W
yes,EURO,1.8,0.236363636,0.163636364,259,Yes,C
yes,CAN,1.803571429,0.232142857,0.482142857,268,No,C
no,EURO,1.805555556,0.222222222,0.388888889,262,No,W
yes,EURO,1.808823529,0.264705882,0.352941176,274,No,D
no,EURO,1.80952381,0.380952381,0.19047619,286,No,W
yes,CAN,1.813953488,0.093023256,0.465116279,272,Yes,D
no,CAN,1.814814815,0.530864198,0.814814815,262,Yes,C
no,CAN,1.820895522,0.268656716,0.76119403,275,Yes,D
no,CAN,1.821428571,0.357142857,0.607142857,263,No,D
yes,CAN,1.824324324,0.445945946,0.445945946,314,No,W
no,CAN,1.825,0.5,1.05,251,No,C
no,CAN,1.826086957,1,1.065217391,259,Yes,C
no,EURO,1.826923077,0.307692308,0.173076923,297,No,W
no,EURO,1.828125,0.46875,0.578125,270,No,W
no,EURO,1.828571429,0.057142857,0.4,256,No,D
yes,EURO,1.829787234,0.574468085,0.574468085,269,Yes,W
no,CAN,1.833333333,0.145833333,0.145833333,266,No,D
yes,EURO,1.833333333,0.1875,0.25,291,Yes,D
yes,EURO,1.833333333,0.037037037,0.259259259,307,Yes,D
yes,CAN,1.833333333,0.074074074,0.351851852,301,Yes,D
yes,EURO,1.833333333,0.516666667,0.633333333,269,Yes,W
no,CAN,1.836065574,0.62295082,0.836065574,246,Yes,C
no,EURO,1.837209302,0.674418605,0.558139535,254,Yes,W
no,CAN,1.84375,0.1875,0.1875,285,Yes,W
no,EURO,1.84375,0.375,0.46875,282,No,W
yes,EURO,1.846153846,0.015384615,0.138461538,271,Yes,D
no,CAN,1.846153846,0.061538462,0.153846154,297,Yes,D
yes,EURO,1.847457627,0.457627119,0.728813559,260,Yes,C
yes,USA,1.849056604,0.150943396,0.339622642,283,Yes,D
yes,EURO,1.85,0.316666667,0.283333333,283,Yes,C
yes,EURO,1.850746269,0.208955224,0.208955224,271,No,W
no,EURO,1.850746269,0.223880597,0.328358209,283,Yes,W
no,EURO,1.854166667,0.270833333,0.229166667,254,Yes,W
no,CAN,1.857142857,0.047619048,0.119047619,294,No,D
yes,EURO,1.861538462,0.692307692,1.107692308,291,Yes,C
yes,CAN,1.86440678,0.728813559,1.169491525,259,Yes,C
yes,EURO,1.864864865,0.135135135,0.418918919,258,Yes,D
yes,CAN,1.869565217,0,0.217391304,284,No,D
yes,EURO,1.87037037,0.12962963,0.407407407,264,Yes,D
no,CAN,1.871794872,0.025641026,0.051282051,280,No,D
yes,CAN,1.873015873,0.285714286,0.285714286,246,Yes,W
yes,CAN,1.875,0.446428571,0.446428571,265,No,W
yes,CAN,1.875,0.5,0.541666667,262,No,W
